"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20090101","2009","52","2009","258","PYF","French Polynesia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","367","false","-1","N/A",,"false","367","false",,"false","1288",,"1288","0","true","false",
"C","A","20090101","2009","52","2009","276","DEU","Germany","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","4537213","false","8","kg","4537213","false","4537213","false","0","false","3677146.683",,"3677146.683","0","false","true",
"C","A","20090101","2009","52","2009","288","GHA","Ghana","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1275","false","-1","N/A",,"false","1275","false",,"false","638",,"638","0","true","false",
"C","A","20090101","2009","52","2009","320","GTM","Guatemala","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","81","false","-1","N/A",,"false","81","false",,"false","325",,"325","0","true","false",
"C","A","20090101","2009","52","2009","328","GUY","Guyana","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","320","false","-1","N/A",,"false","320","false",,"false","482",,"482","0","true","false",
"C","A","20090101","2009","52","2009","344","HKG","China, Hong Kong SAR","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2892689","false","-1","N/A",,"false","2892689","false",,"false","2019466",,"2019466","0","true","false",
"C","A","20090101","2009","52","2009","352","ISL","Iceland","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","58","false","-1","N/A",,"false","58","false",,"false","273",,"273","0","true","false",
"C","A","20090101","2009","52","2009","360","IDN","Indonesia","M","Import","156","CHN","China","0","W00","World","H1","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","138545","false","-1","N/A",,"false","138545","false",,"false","124683",,"124683","0","false","false",
"C","A","20090101","2009","52","2009","372","IRL","Ireland","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11760","false","8","kg","11760","false","11760","false","0","false","6381.128","0","6381.128","0","false","true",
"C","A","20090101","2009","52","2009","376","ISR","Israel","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1037833","false","-1","N/A",,"false","1037833","false",,"false","1331000",,"1331000","0","true","false",
"C","A","20090101","2009","52","2009","380","ITA","Italy","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121705","false","8","kg","121705","false","121705","false","0","false","97839.773","0","97839.773","0","false","true",
"C","A","20090101","2009","52","2009","388","JAM","Jamaica","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","220","false","-1","N/A",,"false","220","false",,"false","867",,"867","0","true","false",
"C","A","20090101","2009","52","2009","392","JPN","Japan","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51426000","false","-1","N/A",,"false","51426000","false",,"false","44113675",,"44113675","0","true","false",
"C","A","20090101","2009","52","2009","398","KAZ","Kazakhstan","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13781","false","-1","N/A",,"false","13781","false",,"false","8260",,"8260","0","true","false",
"C","A","20090101","2009","52","2009","400","JOR","Jordan","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47323","true","-1","N/A",,"false","47323","true",,"false","28511",,"28511","6","true","false",
"C","A","20090101","2009","52","2009","410","KOR","Rep. of Korea","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","177231809","false","-1","N/A",,"false","177231809","false",,"false","132894585",,"132894585","0","true","false",
"C","A","20090101","2009","52","2009","422","LBN","Lebanon","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1843","false","-1","N/A",,"false","1843","false",,"false","2786",,"2786","0","true","false",
"C","A","20090101","2009","52","2009","434","LBY","Libya","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23379","false","-1","N/A",,"false","23379","false",,"false","18698",,"18698","0","true","false",
"C","A","20090101","2009","52","2009","446","MAC","China, Macao SAR","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50935","false","8","kg","50935","false","50935","false","0","false","32944.358","0","32944.358","0","false","true",
"C","A","20090101","2009","52","2009","450","MDG","Madagascar","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","290","false","8","kg","290","false","290","false","0","false","313.41","274.348","313.41","0","false","true",
"C","A","20090101","2009","52","2009","458","MYS","Malaysia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1956571","false","-1","N/A",,"false","1956571","false",,"false","1458006",,"1458006","0","true","false",
"C","A","20090101","2009","52","2009","480","MUS","Mauritius","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20565","false","-1","N/A",,"false","20565","false",,"false","12818",,"12818","0","true","false",
"C","A","20090101","2009","52","2009","484","MEX","Mexico","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200","false","-1","N/A",,"false","200","false",,"false",,"1855","1855","0","true","false",
"C","A","20090101","2009","52","2009","490","S19","Other Asia, nes","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7185952","true","-1","N/A",,"false","7185952","true",,"false","5040662",,"5040662","6","true","false",
"C","A","20090101","2009","52","2009","498","MDA","Rep. of Moldova","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","120","false","-1","N/A",,"false","120","false",,"false","333",,"333","0","true","false",
"C","A","20090101","2009","52","2009","508","MOZ","Mozambique","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5861","true","-1","N/A",,"false","5861","true",,"false","3531",,"3531","6","true","false",
"C","A","20090101","2009","52","2009","516","NAM","Namibia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2294","false","-1","N/A",,"false","2294","false",,"false","2514",,"2514","0","true","false",
"C","A","20090101","2009","52","2009","524","NPL","Nepal","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3000","false","-1","N/A",,"false","3000","false",,"false","614",,"614","0","true","false",
"C","A","20090101","2009","52","2009","528","NLD","Netherlands","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1993385","true","-1","N/A",,"false","1993385","true",,"false","1200986",,"1200986","6","true","false",
"C","A","20090101","2009","52","2009","533","ABW","Aruba","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","320","false","-1","N/A",,"false","320","false",,"false","424",,"424","0","true","false",
"C","A","20090101","2009","52","2009","540","NCL","New Caledonia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1057","false","-1","N/A",,"false","1057","false",,"false","1867",,"1867","0","true","false",
"C","A","20090101","2009","52","2009","548","VUT","Vanuatu","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23","false","-1","N/A",,"false","23","false",,"false","18",,"18","0","true","false",
"C","A","20090101","2009","52","2009","554","NZL","New Zealand","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","214381","false","-1","N/A",,"false","214381","false",,"false","267101",,"267101","0","true","false",
"C","A","20090101","2009","52","2009","562","NER","Niger","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1870","false","-1","N/A",,"false","1870","false",,"false","2855",,"2855","0","true","false",
"C","A","20090101","2009","52","2009","579","NOR","Norway","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","135502","false","8","kg","135502","false","135502","false","0","false","103027.968","0","103027.968","0","false","true",
"C","A","20090101","2009","52","2009","585","PLW","Palau","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","157","true","-1","N/A",,"false","157","true",,"false","95",,"95","6","true","false",
"C","A","20090101","2009","52","2009","591","PAN","Panama","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1322","false","-1","N/A",,"false","1322","false",,"false","650",,"650","0","true","false",
"C","A","20090101","2009","52","2009","600","PRY","Paraguay","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","351","false","8","kg","351","false","351","false",,"false","2933","2532","2933","0","false","true",
"C","A","20090101","2009","52","2009","604","PER","Peru","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","-1","N/A",,"false","300","false",,"false","91",,"91","0","true","false",
"C","A","20090101","2009","52","2009","608","PHL","Philippines","M","Import","156","CHN","China","0","W00","World","H2","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1774257","false","-1","N/A",,"false","1774257","false",,"false","1003502",,"1003502","0","true","false",
"C","A","20090101","2009","52","2009","616","POL","Poland","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7226","false","8","kg","7226","false","7226","false","0","false","7356","0","7356","0","false","true",
"C","A","20090101","2009","52","2009","620","PRT","Portugal","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","125551","false","-1","N/A",,"false","125551","false",,"false","141106",,"141106","0","true","false",
"C","A","20090101","2009","52","2009","643","RUS","Russian Federation","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","199","false","-1","N/A",,"false","199","false",,"false","41",,"41","0","true","false",
"C","A","20090101","2009","52","2009","699","IND","India","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1156","false","-1","N/A",,"false","1156","false",,"false","865",,"865","0","true","false",
"C","A","20090101","2009","52","2009","702","SGP","Singapore","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","111537","false","-1","N/A",,"false","111537","false",,"false","100138",,"100138","0","true","false",
"C","A","20090101","2009","52","2009","704","VNM","Viet Nam","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5719708","true","-1","N/A",,"false","5719708","true",,"false","3446043",,"3446043","6","true","false",
"C","A","20090101","2009","52","2009","705","SVN","Slovenia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10855","false","-1","N/A",,"false","10855","false",,"false","15768",,"15768","0","true","false",
"C","A","20090101","2009","52","2009","710","ZAF","South Africa","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2412","false","-1","N/A",,"false","2412","false",,"false",,"1947","1947","0","true","false",
"C","A","20090101","2009","52","2009","724","ESP","Spain","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","995171","false","8","kg","995171","false","995171","false","0","false","943064.198","0","943064.198","0","false","true",
"C","A","20090101","2009","52","2009","736","SDN","Sudan (...2011)","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23626.202","true","-1","N/A","0","false","23626.202","true","0","false","18306.177","0","18306.177","6","false","true",
"C","A","20090101","2009","52","2009","740","SUR","Suriname","M","Import","156","CHN","China","0","W00","World","H1","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1047","false","-1","N/A",,"false","1047","false",,"false","5281",,"5281","0","false","false",
"C","A","20090101","2009","52","2009","752","SWE","Sweden","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","94000","false","-1","N/A",,"false","94000","false",,"false","119996",,"119996","0","true","false",
"C","A","20090101","2009","52","2009","757","CHE","Switzerland","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","706975","false","8","kg","706975","false","706975","false","0","false","710003.074","0","710003.074","0","false","true",
"C","A","20090101","2009","52","2009","764","THA","Thailand","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24334","false","-1","N/A",,"false","24334","false",,"false","78781",,"78781","0","true","false",
"C","A","20090101","2009","52","2009","776","TON","Tonga","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","422","false","-1","N/A",,"false","422","false",,"false","736",,"736","0","true","false",
"C","A","20090101","2009","52","2009","784","ARE","United Arab Emirates","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","64016","false","-1","N/A",,"false","64016","false",,"false","14306",,"14306","0","true","false",
"C","A","20090101","2009","52","2009","800","UGA","Uganda","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8","false","-1","N/A",,"false","8","false",,"false","8",,"8","0","true","false",
"C","A","20090101","2009","52","2009","807","MKD","North Macedonia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17100","false","8","kg","17100","false","17100","false","0","false","15481.13","0","15481.13","0","false","true",
"C","A","20090101","2009","52","2009","826","GBR","United Kingdom","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3083360","false","-1","N/A",,"false","3083360","false",,"false","3213440",,"3213440","0","true","false",
"C","A","20090101","2009","52","2009","834","TZA","United Rep. of Tanzania","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","771","false","-1","N/A",,"false","771","false",,"false","621",,"621","0","true","false",
"C","A","20090101","2009","52","2009","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69841831","false","-1","N/A",,"false","69841831","false",,"false","52389536",,"52389536","0","true","false",
"C","A","20090101","2009","52","2009","858","URY","Uruguay","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9000","false","-1","N/A",,"false","9000","false",,"false","4091",,"4091","0","true","false",
"C","A","20090101","2009","52","2009","882","WSM","Samoa","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2674","true","-1","N/A",,"false","2674","true",,"false","1611",,"1611","6","true","false",
"C","A","20090101","2009","52","2009","894","ZMB","Zambia","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5000","false","8","kg","5000","false","5000","false","0","false","6575","0","6575","0","false","true",
"C","A","20190101","2019","52","2019","24","AGO","Angola","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27892.28","false","8","kg","27892.28","false","27892.28","false","0","false","23223.292",,"23223.292","0","false","true",
"C","A","20190101","2019","52","2019","28","ATG","Antigua and Barbuda","M","Import","156","CHN","China","0","W00","World","H3","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","269.73","false","8","kg","269.73","false","269.73","false","0","false","550.619",,"550.619","0","false","true",
"C","A","20190101","2019","52","2019","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3343432","false","8","kg","3343432","false","3343432","false","3460832","false","3502853.529","3341004.043","3502853.529","0","false","true",
"C","A","20190101","2019","52","2019","40","AUT","Austria","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10104","false","8","kg","10104","false","10104","false","0","false","21888.955",,"21888.955","0","false","true",
"C","A","20190101","2019","52","2019","48","BHR","Bahrain","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1186.02","false","8","kg","1186.02","false","1186.02","false","0","false","1459.29","0","1459.29","0","false","true",
"C","A","20190101","2019","52","2019","56","BEL","Belgium","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3110573","false","8","kg","3110573","false","3110573","false","0","false","4723728.571","0","4723728.571","0","false","true",
"C","A","20190101","2019","52","2019","70","BIH","Bosnia Herzegovina","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56","false","8","kg","56","false","56","false","0","false","79.37",,"79.37","0","false","true",
"C","A","20190101","2019","52","2019","76","BRA","Brazil","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","21","1000 KG","202","false","202","false","0","false","237","226","237","0","false","true",
"C","A","20190101","2019","52","2019","84","BLZ","Belize","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20.12","false","8","kg","20.12","false","20.12","false","0","false","15.385",,"15.385","0","false","true",
"C","A","20190101","2019","52","2019","96","BRN","Brunei Darussalam","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","114250","false","8","kg","114250","false","114250","false","0","false","91372.75",,"91372.75","0","false","true",
"C","A","20190101","2019","52","2019","100","BGR","Bulgaria","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1000","false","8","kg","1000","false","1000","false","0","false","805.224",,"805.224","0","false","true",
"C","A","20190101","2019","52","2019","104","MMR","Myanmar","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14","false","8","kg","14","false","14","false","0","false","4.2",,"4.2","0","false","true",
"C","A","20190101","2019","52","2019","116","KHM","Cambodia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14040","false","8","kg","14040","false","14040","false","0","false","6759.41",,"6759.41","0","false","true",
"C","A","20190101","2019","52","2019","124","CAN","Canada","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3727924","false","8","kg","3727924","false","3727924","false","0","false","0","5051473.485","5051473.485","0","false","true",
"C","A","20190101","2019","52","2019","144","LKA","Sri Lanka","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3062.04","false","8","kg","3062.04","false","3062.04","false","0","false","1637.906","0","1637.906","0","false","true",
"C","A","20190101","2019","52","2019","152","CHL","Chile","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","67087.178","62458.579","67087.178","0","false","true",
"C","A","20190101","2019","52","2019","156","CHN","China","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","542280","false","8","kg","542280","false","542280","false","0","false","340290","0","340290","0","false","true",
"C","A","20190101","2019","52","2019","170","COL","Colombia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6320","false","8","kg","6320","false","6320","false","0","false","12065.01","11810.5","12065.01","0","false","true",
"C","A","20190101","2019","52","2019","180","COD","Dem. Rep. of the Congo","M","Import","156","CHN","China","0","W00","World","H4","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2631","false","8","kg","2631","false","2631","false","0","false","2377.017","0","2377.017","0","false","true",
"C","A","20190101","2019","52","2019","188","CRI","Costa Rica","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4643","false","8","kg","4643","false","4643","false","0","false","6466",,"6466","0","false","true",
"C","A","20190101","2019","52","2019","203","CZE","Czechia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16121.296","true","-1","N/A","0","false","16121.296","true","0","false","32189","29771","32189","6","false","true",
"C","A","20190101","2019","52","2019","204","BEN","Benin","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","189","false","8","kg","189","false","189","false","0","false","261.278",,"261.278","0","false","true",
"C","A","20190101","2019","52","2019","208","DNK","Denmark","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9905007","false","8","kg","9905007","false","9905007","false","0","false","7504725.428","0","7504725.428","0","false","true",
"C","A","20190101","2019","52","2019","214","DOM","Dominican Rep.","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22738.83","false","8","kg","22738.83","false","22738.83","false","0","false","20802.491","17357.473","20802.491","0","false","true",
"C","A","20190101","2019","52","2019","222","SLV","El Salvador","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3006","false","8","kg","3006","false","3006","false","0","false","4932.9","0","4932.9","0","false","true",
"C","A","20190101","2019","52","2019","231","ETH","Ethiopia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","11975.39","0","11975.39","0","false","true",
"C","A","20190101","2019","52","2019","233","EST","Estonia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1201","Soya beans, whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","480","false","8","kg","480","false","480","false","0","false","1058.911","0","1058.911","0","false","true",
